,city,latitude,longitude,q-score,safety,Coordinates,OBJECTID,SUBDISTRIC
3456,Boston,42.299648,-71.083321,31.147043,1,POINT (-71.083321 42.299648),54675,Residential
17067,Boston,42.335388,-71.027016,28.78302,1,POINT (-71.027016 42.335388),54595,Residential
27511,Boston,42.350674,-71.15744000000002,29.742216,1,POINT (-71.15744000000002 42.350674),55295,Residential
28005,Boston,42.351322,-71.16494,31.908308,1,POINT (-71.16494 42.351322),55293,Residential
11907,Boston,42.325649,-71.054047,26.202368,1,POINT (-71.054047 42.325649),55410,Residential
23989,Boston,42.346123,-71.074127,27.689909000000004,1,POINT (-71.074127 42.346123),54895,Residential
7146,Boston,42.313297,-71.08144399999998,27.830605,1,POINT (-71.08144399999998 42.313297),55544,Residential
113465,Boston,42.280289,-71.13745899999998,25.517027,1,POINT (-71.13745899999998 42.280289),54250,Residential
125376,Boston,42.305313,-71.11700400000002,25.248177,1,POINT (-71.11700400000002 42.305313),54235,Residential
101863,Boston,42.264038,-71.164474,26.19906,1,POINT (-71.164474 42.264038),54449,Residential
117191,Boston,42.286137,-71.11981999999998,32.165836,1,POINT (-71.11981999999998 42.286137),54267,Residential
16857,Boston,42.335056,-71.026825,26.278749,1,POINT (-71.026825 42.335056),54595,Residential
89094,Boston,42.247787,-71.12056700000002,25.190271,1,POINT (-71.12056700000002 42.247787),54430,Residential
111658,Boston,42.277687,-71.077789,25.268623,1,POINT (-71.077789 42.277687),55568,Residential
82644,Boston,42.236412,-71.126762,28.859234000000004,1,POINT (-71.126762 42.236412),54380,Residential
31301,Boston,42.35685,-71.158752,27.460514,1,POINT (-71.15875200000001 42.35685),55303,Residential
7655,Boston,42.314598,-71.060806,28.476854,1,POINT (-71.060806 42.314598),55604,Residential
21893,Boston,42.342873,-71.14505,36.239258,1,POINT (-71.14505 42.342873),55387,Residential
119477,Boston,42.290119,-71.082245,28.618849,1,POINT (-71.082245 42.290119),54228,Residential
6410,Boston,42.311348,-71.102455,26.958593,1,POINT (-71.10245500000001 42.311348),55791,Residential
1233,Boston,42.289249,-71.06118000000002,25.316854,1,POINT (-71.06118000000002 42.289249),55711,Residential
4915,Boston,42.306473,-71.083885,25.530882,1,POINT (-71.083885 42.306473),54752,Residential
14310,Boston,42.330849,-71.04053499999998,28.657776,1,POINT (-71.04053499999998 42.330849),54595,Residential
122752,Boston,42.298489,-71.114189,32.044037,1,POINT (-71.114189 42.298489),54242,Residential
21783,Boston,42.342873,-71.078255,30.771519,1,POINT (-71.078255 42.342873),54895,Residential
5919,Boston,42.310047,-71.084824,26.435402000000003,1,POINT (-71.084824 42.310047),55535,Residential
120303,Boston,42.291988,-71.11981999999998,25.180931,1,POINT (-71.11981999999998 42.291988),54267,Residential
82645,Boston,42.236412,-71.127136,29.399361,1,POINT (-71.12713599999999 42.236412),54380,Residential
125119,Boston,42.304989,-71.117195,30.025822,1,POINT (-71.117195 42.304989),54235,Residential
12532,Boston,42.32695,-71.108459,26.36857,1,POINT (-71.108459 42.32695),55764,Residential
104626,Boston,42.267937,-71.165604,28.963825,1,POINT (-71.165604 42.267937),54449,Residential
116472,Boston,42.28484,-71.143463,29.212444,1,POINT (-71.143463 42.28484),54250,Residential
47068,Boston,42.380898,-71.064552,27.965071,1,POINT (-71.06455200000001 42.380898),54806,Residential
106882,Boston,42.271187,-71.125076,27.986271,1,POINT (-71.12507600000001 42.271187),54363,Residential
113220,Boston,42.279964,-71.120384,27.082153,1,POINT (-71.120384 42.279964),54250,Residential
1034,Boston,42.28817700000001,-71.072678,26.756704,1,POINT (-71.072678 42.28817700000001),55564,Residential
7674,Boston,42.314598,-71.071312,29.348812,1,POINT (-71.07131200000001 42.314598),55523,Residential
5535,Boston,42.309048,-71.106415,27.165783,1,POINT (-71.106415 42.309048),55793,Residential
111000,Boston,42.276714,-71.099739,27.408834,1,POINT (-71.099739 42.276714),54638,Residential
10176,Boston,42.320774,-71.10302,28.912659,1,POINT (-71.10302 42.320774),55776,Residential
111500,Boston,42.277363,-71.130516,26.020578,1,POINT (-71.130516 42.277363),54308,Residential
117338,Boston,42.286465,-71.08548,25.156387,1,POINT (-71.08548 42.286465),54673,Residential
110112,Boston,42.27541400000001,-71.12150600000002,27.943155,1,POINT (-71.12150600000002 42.27541400000001),54308,Residential
115908,Boston,42.283863,-71.167664,28.813099,1,POINT (-71.167664 42.283863),54446,Residential
116085,Boston,42.284187,-71.151344,25.942614000000006,1,POINT (-71.15134399999999 42.284187),54501,Residential
1014,Boston,42.287949,-71.057426,26.575422,1,POINT (-71.05742600000001 42.287949),55677,Residential
112425,Boston,42.278664,-71.153786,28.674969,1,POINT (-71.153786 42.278664),54445,Residential
24896,Boston,42.34742,-71.170952,25.847414,1,POINT (-71.170952 42.34742),55377,Residential
120605,Boston,42.292637,-71.13745899999998,25.473619,1,POINT (-71.13745899999998 42.292637),54265,Residential
24039,Boston,42.346123,-71.105644,35.355026,1,POINT (-71.105644 42.346123),54979,Residential
41180,Boston,42.372772,-71.06061600000002,27.166698,1,POINT (-71.06061600000002 42.372772),55236,Residential
111996,Boston,42.278011,-71.153786,27.995329,1,POINT (-71.153786 42.278011),54445,Residential
46816,Boston,42.380573,-71.065872,25.259222,1,POINT (-71.065872 42.380573),54821,Residential
127520,Boston,42.31023,-71.119415,27.936892,1,POINT (-71.119415 42.31023),55823,Residential
18481,Boston,42.337673,-71.028717,25.830452,1,POINT (-71.028717 42.337673),54595,Residential
21919,Boston,42.343151,-71.16703000000003,26.721292,1,POINT (-71.16703000000003 42.343151),55377,Residential
5008,Boston,42.307022,-71.105705,30.688318,1,POINT (-71.105705 42.307022),55834,Residential
109380,Boston,42.274437,-71.107437,30.897421,1,POINT (-71.107437 42.274437),54638,Residential
107644,Boston,42.272163,-71.103493,29.149607,1,POINT (-71.103493 42.272163),54667,Residential
109327,Boston,42.274437,-71.07103000000002,25.533978,1,POINT (-71.07103000000002 42.274437),55632,Residential
114141,Boston,42.281261,-71.130516,28.541811,1,POINT (-71.130516 42.281261),54296,Residential
7750,Boston,42.314911,-71.115791,30.172867,1,POINT (-71.115791 42.314911),55826,Residential
9260,Boston,42.318501,-71.0867,28.756924,1,POINT (-71.08669999999999 42.318501),54749,Residential
29406,Boston,42.3536,-71.130981,29.174404,1,POINT (-71.13098100000001 42.3536),55286,Residential
1243,Boston,42.289249,-71.06755799999998,25.333717,1,POINT (-71.06755799999998 42.289249),55626,Residential
33330,Boston,42.360424,-71.06624599999998,25.145149,1,POINT (-71.06624599999998 42.360424),55214,Residential
10992,Boston,42.323048,-71.087074,25.531069,1,POINT (-71.087074 42.323048),55550,Residential
20124,Boston,42.339951,-71.155373,26.363209,1,POINT (-71.155373 42.339951),55369,Residential
1296,Boston,42.289574,-71.06624599999998,34.186240999999995,1,POINT (-71.06624599999998 42.289574),55646,Residential
723,Boston,42.285999,-71.0578,26.709522,1,POINT (-71.0578 42.285999),55716,Residential
22358,Boston,42.343525,-71.15293100000002,26.690763,1,POINT (-71.15293100000002 42.343525),55388,Residential
120294,Boston,42.291988,-71.114944,25.69381,1,POINT (-71.11494399999999 42.291988),54238,Residential
160,Boston,42.2808,-71.05291700000002,32.348827,1,POINT (-71.05291700000002 42.2808),55703,Residential
45564,Boston,42.378948,-71.037537,26.151688,1,POINT (-71.037537 42.378948),55478,Residential
346,Boston,42.282894,-71.065224,27.313540000000003,1,POINT (-71.065224 42.282894),55593,Residential
105644,Boston,42.269562,-71.109123,27.71995,1,POINT (-71.109123 42.269562),54331,Residential
29346,Boston,42.3536,-71.075439,29.209049,1,POINT (-71.075439 42.3536),55192,Residential
120576,Boston,42.292637,-71.114944,27.05578,1,POINT (-71.11494399999999 42.292637),54238,Residential
98018,Boston,42.259163,-71.151909,28.283281,1,POINT (-71.151909 42.259163),54438,Residential
7440,Boston,42.31395,-71.094955,26.343214,1,POINT (-71.094955 42.31395),54752,Residential
32230,Boston,42.358475,-71.068123,27.774313,1,POINT (-71.068123 42.358475),55214,Residential
111201,Boston,42.277039,-71.084541,25.100996,1,POINT (-71.084541 42.277039),54224,Residential
17358,Boston,42.335724,-71.079376,27.414886,1,POINT (-71.079376 42.335724),54517,Residential
22599,Boston,42.344135,-71.16834300000002,26.954287,1,POINT (-71.16834300000002 42.344135),55377,Residential
100295,Boston,42.262089,-71.165604,27.258165,1,POINT (-71.165604 42.262089),54449,Residential
28555,Boston,42.352299,-71.08144399999998,33.012901,1,POINT (-71.08144399999998 42.352299),55192,Residential
114061,Boston,42.281261,-71.07609599999998,26.298912,1,POINT (-71.07609599999998 42.281261),55631,Residential
109889,Boston,42.275089,-71.13445300000002,25.19652,1,POINT (-71.13445300000002 42.275089),54250,Residential
18397,Boston,42.337349,-71.110718,25.073843,1,POINT (-71.11071800000001 42.337349),55201,Residential
22458,Boston,42.343849,-71.07431,31.117306,1,POINT (-71.07431 42.343849),54895,Residential
30737,Boston,42.355873,-71.15744000000002,26.450954,1,POINT (-71.15744000000002 42.355873),55328,Residential
124986,Boston,42.304665,-71.126762,25.697903,1,POINT (-71.126762 42.304665),54244,Residential
7721,Boston,42.314598,-71.09832800000002,28.469679,1,POINT (-71.09832800000002 42.314598),55798,Residential
110762,Boston,42.276386,-71.089424,26.762777000000003,1,POINT (-71.08942399999999 42.276386),54649,Residential
908,Boston,42.2873,-71.054047,26.459257,1,POINT (-71.054047 42.2873),55691,Residential
113899,Boston,42.280937,-71.123947,26.689692,1,POINT (-71.123947 42.280937),54250,Residential
24344,Boston,42.346451,-71.14186099999998,30.010658000000006,1,POINT (-71.14186099999998 42.346451),55387,Residential
21704,Boston,42.342548,-71.15424300000002,25.558651,1,POINT (-71.15424300000002 42.342548),55359,Residential
21129,Boston,42.3419,-71.05216999999998,25.326361,1,POINT (-71.05216999999998 42.3419),54597,Residential
106320,Boston,42.270538,-71.087921,26.630974,1,POINT (-71.08792099999999 42.270538),54652,Residential
112851,Boston,42.279312,-71.151909,28.915508000000006,1,POINT (-71.151909 42.279312),54445,Residential
29031,Boston,42.352947,-71.14899399999999,29.664036,1,POINT (-71.14899399999999 42.352947),55379,Residential
109425,Boston,42.274437,-71.14534,27.56284,1,POINT (-71.14534 42.274437),54445,Residential
30998,Boston,42.356525,-71.068123,34.634319,1,POINT (-71.068123 42.356525),55214,Residential
7834,Boston,42.314922,-71.086136,27.751541,1,POINT (-71.086136 42.314922),54586,Residential
107864,Boston,42.272488,-71.077042,26.818266,1,POINT (-71.07704200000001 42.272488),55568,Residential
41177,Boston,42.372772,-71.059113,27.385307,1,POINT (-71.059113 42.372772),55234,Residential
10656,Boston,42.322075,-71.095139,27.823809000000004,1,POINT (-71.095139 42.322075),54740,Residential
112865,Boston,42.279312,-71.15978199999998,25.813559,1,POINT (-71.15978199999998 42.279312),54446,Residential
110282,Boston,42.275738,-71.073288,26.785328000000003,1,POINT (-71.07328800000001 42.275738),55568,Residential
14911,Boston,42.331825,-71.044853,25.975248,1,POINT (-71.044853 42.331825),54595,Residential
21135,Boston,42.3419,-71.05555,27.911415,1,POINT (-71.05555 42.3419),54631,Residential
104595,Boston,42.267937,-71.124321,25.40468,1,POINT (-71.12432099999999 42.267937),54363,Residential
113504,Boston,42.280289,-71.160347,26.563526,1,POINT (-71.160347 42.280289),54446,Residential
4638,Boston,42.305176,-71.077499,28.740473,1,POINT (-71.077499 42.305176),55531,Residential
91423,Boston,42.250713,-71.11212900000002,27.025061,1,POINT (-71.11212900000002 42.250713),54429,Residential
118957,Boston,42.289074,-71.085098,27.802059000000003,1,POINT (-71.085098 42.289074),54228,Residential
50783,Boston,42.386425,-71.00282299999998,26.745274,1,POINT (-71.00282299999998 42.386425),55430,Residential
4065,Boston,42.302574,-71.062492,26.233198,1,POINT (-71.06249200000001 42.302574),55654,Residential
106084,Boston,42.270214,-71.09111,26.885975,1,POINT (-71.09111 42.270214),54671,Residential
106823,Boston,42.271187,-71.086792,25.438984,1,POINT (-71.086792 42.271187),54652,Residential
29745,Boston,42.354248,-71.076561,27.509359000000003,1,POINT (-71.076561 42.354248),55192,Residential
127275,Boston,42.30986400000001,-71.13239300000002,35.39307,1,POINT (-71.13239300000002 42.30986400000001),54244,Residential
30007,Boston,42.354572,-71.146927,26.877924,1,POINT (-71.14692700000001 42.354572),55379,Residential
892,Boston,42.287289,-71.067566,25.856518,1,POINT (-71.067566 42.287289),55626,Residential
9174,Boston,42.318172,-71.113152,24.939161,1,POINT (-71.113152 42.318172),55806,Residential
119904,Boston,42.291012,-71.15078000000003,26.190689000000006,1,POINT (-71.15078000000003 42.291012),54446,Residential
8651,Boston,42.316875,-71.10865,30.0723,1,POINT (-71.10865 42.316875),55836,Residential
122659,Boston,42.298164,-71.113625,26.26391,1,POINT (-71.113625 42.298164),54242,Residential
120583,Boston,42.292637,-71.11869,26.941772,1,POINT (-71.11869 42.292637),54267,Residential
110588,Boston,42.276062,-71.122261,27.126425,1,POINT (-71.12226099999999 42.276062),54308,Residential
113250,Boston,42.279964,-71.13951899999998,27.473555,1,POINT (-71.13951899999998 42.279964),54250,Residential
105469,Boston,42.269238,-71.14872,27.83819,1,POINT (-71.14872 42.269238),54442,Residential
115670,Boston,42.28353900000001,-71.14984100000002,28.953117,1,POINT (-71.14984100000002 42.28353900000001),54445,Residential
112016,Boston,42.278011,-71.168419,27.870338,1,POINT (-71.168419 42.278011),54449,Residential
105224,Boston,42.268913,-71.11438000000003,29.340622,1,POINT (-71.11438000000003 42.268913),54331,Residential
113688,Boston,42.280613,-71.132767,25.83741,1,POINT (-71.132767 42.280613),54296,Residential
1048,Boston,42.288273,-71.067368,30.154638,1,POINT (-71.067368 42.288273),55626,Residential
42518,Boston,42.374725,-71.064743,25.876968,1,POINT (-71.06474300000001 42.374725),54824,Residential
114443,Boston,42.28159,-71.074409,30.309856,1,POINT (-71.074409 42.28159),55631,Residential
19612,Boston,42.339298,-71.070938,30.278387,1,POINT (-71.070938 42.339298),54901,Residential
849,Boston,42.286972,-71.065117,25.266172,1,POINT (-71.065117 42.286972),55616,Residential
7258,Boston,42.313625,-71.069244,27.742491,1,POINT (-71.069244 42.313625),55662,Residential
108854,Boston,42.273788,-71.075539,25.261631,1,POINT (-71.07553900000001 42.273788),55568,Residential
27741,Boston,42.350998,-71.14862099999998,25.592194,1,POINT (-71.14862099999998 42.350998),55379,Residential
121237,Boston,42.293991,-71.090515,25.858175,1,POINT (-71.090515 42.293991),54655,Residential
5751,Boston,42.309723,-71.047104,27.89263,1,POINT (-71.047104 42.309723),55746,Residential
115689,Boston,42.28353900000001,-71.162224,28.995775,1,POINT (-71.16222399999999 42.28353900000001),54446,Residential
116050,Boston,42.284187,-71.131828,25.694878,1,POINT (-71.131828 42.284187),54250,Residential
111938,Boston,42.278011,-71.12113199999997,29.501905,1,POINT (-71.12113199999997 42.278011),54250,Residential
125960,Boston,42.306698,-71.111328,26.509718,1,POINT (-71.111328 42.306698),54249,Residential
101798,Boston,42.264038,-71.102554,25.399687,1,POINT (-71.102554 42.264038),54348,Residential
109445,Boston,42.274437,-71.16372700000002,25.775406,1,POINT (-71.16372700000002 42.274437),54449,Residential
11427,Boston,42.324348,-71.07356300000002,25.608839,1,POINT (-71.07356300000002 42.324348),54537,Residential
99724,Boston,42.261436,-71.112686,26.564211,1,POINT (-71.112686 42.261436),54344,Residential
40946,Boston,42.372448,-71.05967700000002,27.914459,1,POINT (-71.05967700000002 42.372448),55234,Residential
10194,Boston,42.320774,-71.113152,28.36013,1,POINT (-71.113152 42.320774),55756,Residential
126576,Boston,42.308033,-71.112434,29.281122,1,POINT (-71.11243399999999 42.308033),54249,Residential
112207,Boston,42.278339,-71.15097,29.752182,1,POINT (-71.15097 42.278339),54445,Residential
124588,Boston,42.303688,-71.132202,26.875536,1,POINT (-71.13220200000001 42.303688),54244,Residential
53477,Boston,42.390648,-71.001137,27.080095,1,POINT (-71.001137 42.390648),55461,Residential
111069,Boston,42.276714,-71.148155,29.977468,1,POINT (-71.148155 42.276714),54445,Residential
110352,Boston,42.275738,-71.120949,26.296101,1,POINT (-71.120949 42.275738),54250,Residential
2324,Boston,42.294773,-71.05348199999997,26.510157,1,POINT (-71.05348199999997 42.294773),55666,Residential
115807,Boston,42.283863,-71.097862,29.529385,1,POINT (-71.09786200000001 42.283863),54645,Residential
12370,Boston,42.326626,-71.08989,26.946636,1,POINT (-71.08989 42.326626),54740,Residential
5941,Boston,42.310047,-71.100578,28.130301,1,POINT (-71.100578 42.310047),55789,Residential
117605,Boston,42.286789,-71.126572,26.53521,1,POINT (-71.126572 42.286789),54250,Residential
14792,Boston,42.331497,-71.099083,32.20385,1,POINT (-71.09908299999999 42.331497),55030,Residential
11104,Boston,42.323376,-71.086136,27.562336,1,POINT (-71.086136 42.323376),55550,Residential
102068,Boston,42.264362,-71.11700400000002,27.626036,1,POINT (-71.11700400000002 42.264362),54331,Residential
98497,Boston,42.259811,-71.12150600000002,28.379045,1,POINT (-71.12150600000002 42.259811),54331,Residential
